image_id,healthy,multiple_diseases,rust,scab
Test_0,8.352411184955869e-07,6.30791055577062e-06,0.9999928456216125,1.1226713221461097e-08
Test_1,1.0579842387839117e-06,1.7625748889453557e-06,0.9999970386012362,1.408396361753081e-07
Test_2,0.00016050614685745102,0.00027906008132968244,0.0003273628160503018,0.9992330709557625
Test_3,0.9990586468298116,1.58817440283403e-07,0.0009357748264903619,5.419526257698984e-06
Test_4,7.408880443331525e-09,1.8812841596910384e-07,0.9999998035733129,8.893908384460962e-10
Test_5,0.9989016819369956,5.535136959261076e-06,0.0010891531144246484,3.6298116205177516e-06
Test_6,0.9996450189457291,1.3448253420102702e-07,0.00034918043750648307,5.666134230488555e-06
Test_7,2.183007392477443e-05,9.844360673006166e-05,0.00027915685719950384,0.9996005694621457
Test_8,0.021816974997368115,0.025301406818895696,0.05435231397629031,0.8985293042074459
Test_9,3.997221455164777e-06,2.2830887458318574e-05,0.9999731212642944,5.06267922825295e-08
Test_10,4.090300406912434e-05,9.688971763510417e-07,0.9999581057957091,2.2303045359107396e-08
Test_11,0.9821234445214638,2.2640843793865298e-06,0.0178527271438793,2.1564250277578232e-05
Test_12,0.8542950030196602,0.0015082390802072002,0.06870039166819616,0.07549636623193637
Test_13,0.9985132300566498,3.5262667794777477e-06,0.0014711529421289585,1.209073444179109e-05
Test_14,6.163696949153622e-06,1.0994705726370016e-06,0.9999927231734406,1.365903770198483e-08
Test_15,2.224198757962714e-06,1.0935256173695519e-05,0.9999868291704332,1.1374635117074769e-08
Test_16,0.9986150008536328,1.6636129828311544e-06,0.0013680208949273093,1.531463845706255e-05
Test_17,0.7764862610777874,0.001219820258898566,0.03899797951198625,0.18329593915132789
Test_18,0.10413927332427866,0.0029643460063666495,0.8869945183743527,0.005901862295001959
Test_19,2.0199363052074186e-07,4.9426186608512675e-06,0.9999948468620643,8.525644387544477e-09
Test_20,0.0007535743941483356,0.00011432544915711229,0.00222916454032821,0.9969029356163663
Test_21,0.9852615509162997,2.3014510885857236e-07,0.014662660527645623,7.555841094564214e-05
Test_22,1.9049820745670097e-06,2.9025334066887276e-06,0.9999951849027935,7.581725147632803e-09
Test_23,2.6429887369711393e-05,0.00020036717757460605,0.0007589970327942223,0.9990142059022614
Test_24,0.9976447520728843,2.1315878739927356e-05,0.00232762369718452,6.308351191050755e-06
Test_25,0.000342214188225675,9.264817719467966e-06,0.0006799095152111146,0.9989686114788437
Test_26,0.328786156519423,0.0005201167387334097,0.666758294766444,0.003935431975399628
Test_27,4.880968561804299e-07,8.972492075655874e-06,0.9999905253426544,1.4068413635942973e-08
Test_28,0.99970333393933,9.346167943938996e-07,0.00029293766016283353,2.793783712851237e-06
Test_29,0.01800843880123119,0.008899966333201205,0.9712380223962628,0.0018535724693047547
Test_30,0.9997591202890165,2.088246021200768e-06,0.00022210692350459185,1.668454145752096e-05
Test_31,4.8803956136325964e-05,0.0004895308219888014,0.9994615856627396,7.955913530100132e-08
Test_32,0.008104863203731117,0.00021643981402178427,0.024795915545940145,0.966882781436307
Test_33,6.599059260745381e-05,1.7122195505908547e-05,0.00016872927098812672,0.9997481579408986
Test_34,0.001145715192621223,6.354576170662212e-05,0.0008136623205583981,0.9979770767251137
Test_35,1.9675967811874808e-05,2.1133866364190774e-06,3.598197629349361e-05,0.9999422286692581
Test_36,1.2091216516908353e-07,3.7920389309648785e-07,0.9999994975176705,2.3662712733179038e-09
Test_37,0.774671888753282,0.000488487722940599,0.0009710049259873202,0.22386861859778995
Test_38,0.0032621532424676565,0.009468479418578087,0.017355597993885457,0.9699137693450687
Test_39,8.905194826459264e-08,1.1355427920565955e-07,0.9999997948144225,2.57934994027639e-09
Test_40,1.440127187980018e-08,5.576030624143309e-07,0.9999994250048581,2.990807672334374e-09
Test_41,4.239224831047706e-06,4.718990972395727e-06,0.9999910398760866,1.908109970038935e-09
Test_42,0.0009413290402960611,0.00018714001676951267,0.00019961191656220825,0.9986719190263722
Test_43,0.0001348767067631199,5.449290377029168e-05,0.9998105565222571,7.386720941981504e-08
Test_44,0.0013659589236907133,0.08891487265860755,0.9091279804324779,0.0005911879852238677
Test_45,0.09816164686857191,0.23612706876605177,0.6023356131336229,0.06337567123175343
Test_46,0.9719596276963889,0.002539363502273969,0.001294102123910649,0.024206906677426428
Test_47,6.902436994723022e-08,1.78268440120378e-06,0.999998133300084,1.49911447904196e-08
Test_48,5.451154803041905e-08,1.67284643926934e-07,0.9999997715314455,6.672362364928432e-09
Test_49,6.375089720145256e-06,2.8687916668854814e-07,0.9999932853103503,5.272076298865103e-08
Test_50,8.290809502808703e-07,3.5857432632712416e-05,0.9999632914720032,2.2014413817566127e-08
Test_51,5.6059652666218685e-08,2.4536350896384475e-06,0.999997474998675,1.5306582684774927e-08
Test_52,1.072559970644491e-06,8.302868060959776e-06,0.9999906098807839,1.469118438137451e-08
Test_53,1.0049165009599196e-06,5.235344320726181e-07,0.999998468770474,2.7785927963889353e-09
Test_54,0.003655243703588397,0.008066181069180129,0.9882705535771372,8.021650094249007e-06
Test_55,0.0004471383631422539,0.0002193650112765135,0.01614129270879631,0.9831922039167849
Test_56,0.0349512106338712,0.01764609492150973,0.008367592592258633,0.9390351018523604
Test_57,0.17631999399106585,0.0008812592600652127,0.8222426701897342,0.0005560765591347258
Test_58,7.426256620597539e-05,5.379004528026712e-05,0.0005778708112635535,0.9992940765772501
Test_59,0.00029572228234782063,6.677874235693344e-05,0.9996309684989814,6.530476313929595e-06
Test_60,0.006279208265547509,0.0005130096439628546,0.0076781212350595825,0.9855296608554299
Test_61,0.9587801895329806,3.2732051778078055e-06,0.04102578273247335,0.00019075452936825066
Test_62,0.009496812182281779,0.24129720545134473,0.7475124498202621,0.001693532546111467
Test_63,0.01313760702655195,0.006375826323016007,0.021080357082121737,0.9594062095683104
Test_64,0.9934041704543469,1.3544887358538786e-05,0.004371447846413498,0.002210836811880949
Test_65,1.609937852675406e-05,6.570574259270308e-05,0.9999181508576453,4.4021235214401284e-08
Test_66,0.9998817233566514,3.296922884933668e-07,0.00011616976872320806,1.7771823368761596e-06
Test_67,2.5619261741631966e-05,1.7247807494512573e-05,0.9999569739992442,1.5893151983072302e-07
Test_68,0.005095018088691804,0.16036545808994515,0.6782281036040535,0.15631142021730957
Test_69,1.3906986773529486e-07,1.723954757882552e-07,0.9999996856074127,2.927243714196035e-09
Test_70,0.007137322704988822,0.001651935289967253,0.1913841556764637,0.7998265863285802
Test_71,0.008650742009954278,3.339419337311094e-07,0.9913482096506876,7.143974244958773e-07
Test_72,0.0025808452329700612,0.0020775992700376392,0.18925389889107133,0.806087656605921
Test_73,0.9741025385459843,3.203074592488861e-06,0.025875824832741957,1.843354668144985e-05
Test_74,0.9951506119999041,9.144323878326139e-05,0.003296570945906488,0.0014613738154060237
Test_75,0.12866169661019333,7.410883527832153e-05,0.07968148341783786,0.7915827111366904
Test_76,0.9992642913106154,8.044775927337763e-08,0.0007146947232982791,2.0933518326951863e-05
Test_77,8.04234393351163e-06,5.016787559535615e-07,0.9999913335524317,1.2242487872914377e-07
Test_78,0.001986988228718305,0.08027625390457921,0.04304152769444822,0.8746952301722544
Test_79,0.35155978877104727,0.0022745323850384743,0.19183304134622173,0.4543326374976924
Test_80,1.1801693111181021e-05,0.0009096951281648042,0.999077344099629,1.159079095032424e-06
Test_81,3.473175036479913e-07,2.2133839726739196e-05,0.9999774806597355,3.818303418387443e-08
Test_82,4.370245428942515e-06,5.741211847121474e-05,0.9999372377276304,9.799084692621927e-07
Test_83,3.2876713408455245e-07,0.00014563041800514935,0.9998540125198682,2.8294992594785894e-08
Test_84,0.009623503125278186,4.1528229693873127e-05,0.0008442117196602305,0.9894907569253677
Test_85,0.058331241244914116,0.00012466770995279882,0.3622506797714835,0.5792934112736496
Test_86,8.220992746827218e-06,0.00010556109946672591,0.9998862052969769,1.261080967189059e-08
Test_87,0.9972939767978278,0.0001557821874384278,0.002484665023590741,6.557599114293795e-05
Test_88,0.3265410793003647,0.004348167940694652,0.09607226671038735,0.5730384860485532
Test_89,0.7169901634607625,0.03695964970192105,0.23659522263369281,0.009454964203623678
Test_90,7.955302372760918e-07,2.818777483444667e-06,0.9999963698234767,1.586880257186059e-08
Test_91,0.9990785716532149,3.312711064827872e-07,0.0009116243645583052,9.472711120355593e-06
Test_92,0.9589344351738808,6.108438761200674e-06,0.041016684313156915,4.2772074201167634e-05
Test_93,1.0951571271647133e-06,5.564529721037996e-06,0.9999933272994963,1.3013655420517715e-08
Test_94,0.0004799892703427195,2.6018649210417258e-05,0.0002222035196793953,0.9992717885607675
Test_95,0.9352425181651743,3.971299809470561e-05,0.06341775691808448,0.0013000119186465473
Test_96,0.00010209573362205692,0.00035132791769465087,0.0010623513268086782,0.9984842250218745
Test_97,0.993528161812265,0.0012808759432437805,0.005171154829616245,1.980741487473515e-05
Test_98,0.23776671427304974,0.003006254712704987,0.0911343917370142,0.6680926392772311
Test_99,0.9150421603124274,0.00015070279501936721,0.08379021984722793,0.001016917045325403
Test_100,0.0015258483929602544,3.312411076216717e-05,8.539179523448561e-05,0.9983556357010431
Test_101,0.9982808680263788,5.8509695737930024e-06,0.001528756482814084,0.00018452452123314178
Test_102,0.06516439693743066,0.0005326897134942884,0.12170575613623949,0.8125971572128355
Test_103,0.9707550064772377,0.007474067777080075,0.020869442690252617,0.0009014830554296693
Test_104,5.3002652025912386e-05,4.9937589821878574e-05,0.0003113622952289822,0.9995856974629234
Test_105,5.6661596947200606e-05,1.196698879295758e-05,0.00012720052971696593,0.999804170884543
Test_106,0.9999462992511821,1.4327993189484488e-06,5.0659618002926365e-05,1.6083314960527515e-06
Test_107,7.542955070354555e-07,1.575045780318594e-06,0.9999974784253703,1.9223334241533792e-07
Test_108,0.0026354024406921753,0.23604706078413448,0.34533867804932566,0.41597885872584756
Test_109,0.9877825734663177,1.9453093987570766e-05,0.012120698668863117,7.727477083158763e-05
Test_110,0.9999578323063087,9.575669119871624e-07,2.461872329647259e-05,1.659140348271218e-05
Test_111,0.9996000041577806,2.8405767143533326e-06,0.0002858691660819726,0.00011128609942292171
Test_112,8.14416432516607e-06,4.105630418091712e-05,0.999950279089072,5.204424218074949e-07
Test_113,0.9431135780918378,0.003161086890070973,0.008780468422476708,0.04494486659561444
Test_114,0.30722961412143385,0.15458917814172887,0.5356112350061225,0.0025699727307148903
Test_115,1.9819979751484326e-06,1.826129729227586e-07,0.9999978256853487,9.703703236708912e-09
Test_116,0.0010010504093253619,1.8419632988483458e-05,0.9989650425846577,1.548737302832245e-05
Test_117,4.0323558125426485e-07,6.970247043097741e-06,0.999992601359187,2.5158188496246623e-08
Test_118,4.19988170191876e-07,7.064260816600536e-06,0.9999925051616527,1.0589360562757801e-08
Test_119,0.9994790387436442,1.0839444161872969e-05,0.0005045877921353805,5.534020058623379e-06
Test_120,1.4137584515956486e-07,1.2998624391748082e-06,0.9999985553190166,3.4426992198620275e-09
Test_121,5.2987595336781445e-05,1.301080251103011e-05,0.9999339640657627,3.753638961922478e-08
Test_122,5.348504623293851e-07,5.2566437234410025e-05,0.9999468913421435,7.370159828834092e-09
Test_123,8.798617516056704e-07,4.626607478318202e-06,0.99999446976013,2.3770640178547798e-08
Test_124,0.004555945909053555,0.00015681253006948154,0.00042680989982579737,0.9948604316610512
Test_125,0.07948946002827574,0.035911118506542695,0.0975182361872695,0.787081185277912
Test_126,0.9943385664871084,3.040011155505284e-07,0.0056528195342783905,8.309977497756229e-06
Test_127,0.006715385874011824,0.00024501639929839196,0.0076806806586434085,0.9853589170680463
Test_128,0.00028781956636861133,0.0003360343770408941,0.9990496432676467,0.00032650278894373104
Test_129,6.390039030191842e-05,0.0002790889993067161,0.9996568911397777,1.1947061380024554e-07
Test_130,0.00015073602884842924,4.6927216169023674e-05,0.0006595630368304319,0.9991427737181521
Test_131,0.00027251250971366346,1.2170949889888362e-05,0.0001714458080482614,0.9995438707323482
Test_132,0.9999365770173557,2.4943862830207047e-07,6.215976056744993e-05,1.0137834482424287e-06
Test_133,0.001010717443637827,0.0003022278478710773,0.0005452437630236511,0.9981418109454674
Test_134,0.027143139445512197,3.237007857664919e-05,0.0006878946002768088,0.9721365958756344
Test_135,1.4791251163094597e-06,6.981074646992144e-06,0.9999915022184165,3.7581820313475486e-08
Test_136,8.812195152135985e-05,9.236770357614315e-05,0.00018422159723394569,0.9996352887476686
Test_137,7.104033525395696e-08,2.656126932645749e-07,0.9999996620762489,1.2707226159558247e-09
Test_138,6.624335384483385e-07,1.3799402887080742e-06,0.9999979558256096,1.8005632487127722e-09
Test_139,0.999952855156468,2.845504673553521e-07,4.498027526446535e-05,1.8800178001391669e-06
Test_140,2.651251717664958e-06,4.6045657768824595e-06,0.9999913924464731,1.3517360324098432e-06
Test_141,0.00019113832048324304,6.619779652620477e-05,0.0005666252520227165,0.9991760386309678
Test_142,0.15546514781720475,0.0018136802404056975,0.03910048547413631,0.8036206864682531
Test_143,0.010978891885724169,0.1737623689784669,0.2474266054116364,0.5678321337241726
Test_144,0.9991968615009565,5.767408236123798e-07,0.0007991918884986622,3.369869720964556e-06
Test_145,0.1978163437086901,0.026537084133015983,0.2193422045143952,0.5563043676438987
Test_146,5.5774597665419715e-08,3.762811240959434e-08,0.999999902036405,4.560885093308588e-09
Test_147,3.559500093029622e-05,0.0004112286728677903,0.9995510116669715,2.16465923031072e-06
Test_148,0.9974527299630384,7.802675179528241e-05,0.002455250396920527,1.399288824582965e-05
Test_149,0.4887144268526996,0.00010587212182569384,0.5111519075711469,2.779345432788111e-05
Test_150,0.002975180796835724,0.03428514850696727,0.3857096014154507,0.5770300692807463
Test_151,4.986533469416506e-08,1.4448962439835695e-07,0.9999998002712464,5.373794552950831e-09
Test_152,4.3037148894635e-05,2.055270698357495e-05,0.9999363457297329,6.44143888710213e-08
Test_153,0.00017945259339294175,5.4996826946163894e-06,0.002708458979527346,0.9971065887443851
Test_154,8.579281298009995e-06,6.444339786876762e-06,0.9999849120472856,6.433162951665266e-08
Test_155,1.8107237873820622e-07,1.5783926166901406e-05,0.9999840243905908,1.061086359792055e-08
Test_156,0.0068335357727285,0.0019432168937902601,0.01737486015243866,0.9738483871810426
Test_157,0.8631786927384906,5.997732283743029e-06,0.13679825934948311,1.7050179742671526e-05
Test_158,5.954981174728744e-05,1.977486877999579e-05,0.0003989520436619855,0.9995217232758108
Test_159,0.0011058501718675005,5.6807676773940925e-05,0.9988293387283971,8.003422961356309e-06
Test_160,0.9956433228304528,5.1597357345699525e-06,0.003348011209809172,0.0010035062240035032
Test_161,0.01081441462479534,0.00239619171673058,0.9856172126592014,0.0011721809992725845
Test_162,1.9215142546761956e-07,1.083350980715189e-07,0.9999996929090756,6.604400719135462e-09
Test_163,1.0849759810183611e-06,9.444761400398912e-05,0.9999034973014087,9.701086062712025e-07
Test_164,0.3737290986729342,5.43221069093684e-05,0.0011931675385305862,0.6250234116816258
Test_165,6.222774442284968e-05,4.839356567831863e-05,9.39778036932749e-05,0.9997954008862056
Test_166,1.1989059935375946e-06,8.774736556873833e-07,0.9999979176069606,6.013390416534048e-09
Test_167,0.00017890116299353357,5.741709442313041e-06,0.9998152163458963,1.407816679740534e-07
Test_168,0.0002568884826347415,0.0023012748684986747,0.9971407925666769,0.00030104408218968067
Test_169,0.0002955900497787147,1.48879905463417e-07,0.9997032669252575,9.941450583540963e-07
Test_170,0.9626116322515288,0.00043854881038525275,0.022149319782600103,0.014800499155486108
Test_171,4.825347917942986e-06,2.400178646951902e-05,0.9999711265178073,4.6347805129517525e-08
Test_172,6.399440723403708e-05,6.292306915919604e-05,0.9998730413999205,4.1123686390775656e-08
Test_173,5.672121265972206e-08,2.724662400841173e-07,0.9999996695247562,1.2877913154752524e-09
Test_174,0.7678210526588858,0.0016600175531275836,0.02767114276798645,0.20284778702000025
Test_175,0.9990884309868938,2.3300264037855182e-05,0.0007117996501823226,0.00017646909888607292
Test_176,5.625746323664231e-06,1.0430231755940717e-05,0.9999833104791496,6.335427708348975e-07
Test_177,6.676665351541997e-05,1.1323713839716387e-06,2.090136869358482e-05,0.9999111996064071
Test_178,0.00029014128998875577,6.736925587109215e-06,0.00010536375154239658,0.9995977580328816
Test_179,1.781089225214134e-05,3.28449730858512e-06,0.9999778803437797,1.0242666595351395e-06
Test_180,6.877494363699094e-05,0.01718347179623457,0.9827422299519945,5.523308133988389e-06
Test_181,0.00018650802719184662,0.0035750130001494167,0.015555588897963912,0.9806828900746949
Test_182,0.00022834412585372683,0.00017994405515970517,0.9995881414764564,3.5703425302408164e-06
Test_183,0.8794163307164062,8.6758270676703e-06,0.12055474234291659,2.0251113609544583e-05
Test_184,0.9951479468679456,3.1849799585470528e-06,0.0025086033206027794,0.0023402648314930176
Test_185,0.031552579993103735,0.007897002299550163,0.16886091374576717,0.7916895039615789
Test_186,0.0029177811882911842,0.00503628121570294,0.0010031341745337203,0.9910428034214721
Test_187,9.553305269756063e-08,3.521357441344789e-07,0.9999995392118084,1.3119394605604896e-08
Test_188,4.508582344250725e-06,5.046317014932505e-06,0.9999904281363331,1.696430761781035e-08
Test_189,0.9968098005510921,1.0075699598196713e-06,0.0023184517106098995,0.0008707401683381433
Test_190,0.00020267170849741568,0.012120602106558326,0.9876760328906373,6.932943069856708e-07
Test_191,3.3954885242129333e-06,4.133305821037792e-06,0.9999924553953433,1.581031148308267e-08
Test_192,0.00030576079144175504,2.4674917014501035e-06,0.9996913213194647,4.5039739201188284e-07
Test_193,7.383024385988744e-07,5.033517747430182e-07,0.9999987400142114,1.833157547216804e-08
Test_194,1.3735495188366315e-05,0.0010781044989417593,0.9989080533628409,1.0664302897985411e-07
Test_195,0.8875593463617315,0.00044390142838707193,0.11189304691424538,0.00010370529563594914
Test_196,0.021586901394014053,0.18580948985324477,0.22777384125844025,0.5648297674943008
Test_197,6.347304984752768e-05,2.337041646834777e-05,0.9999101431167768,3.0134169073106098e-06
Test_198,0.004924817113982142,3.172854016769011e-05,0.002513628388331513,0.9925298259575187
Test_199,0.00013632267872589252,0.00048288197865830197,0.9993766390005927,4.156342023167876e-06
Test_200,0.0014440945314909712,2.5975938333703707e-05,0.9985294998509461,4.2967922938014566e-07
Test_201,0.00015218343128161328,1.2721629624076694e-05,0.0007955701243096143,0.9990395248147846
Test_202,1.972125484929155e-05,7.648912427174654e-05,0.9998603862738284,4.340334705040353e-05
Test_203,1.0718537653294717e-05,0.00017886169282770544,0.9998102170050068,2.02764512066061e-07
Test_204,6.984860838066616e-05,0.00021932414575561975,0.0032404761266596055,0.9964703511192042
